,movieId,title,genres_y,userId,rating
93,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,601,4.0
94,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,605,3.5
95,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,606,3.0
96,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,610,4.5
97,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,18,3.5
98,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,21,4.0
99,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,45,4.0
100,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,62,4.5
101,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,63,3.5
102,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,68,4.5
103,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,73,4.5
104,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,103,4.5
105,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,104,3.0
106,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,105,4.5
107,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,106,5.0
108,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,111,3.5
109,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,125,4.0
110,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,139,2.0
111,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,177,4.5
112,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,200,4.0
113,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,212,3.0
114,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,219,4.0
115,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,226,2.0
116,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,232,3.5
117,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,239,4.0
118,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,246,4.5
119,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,248,4.0
120,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,249,3.5
121,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,274,3.5
122,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,288,2.5
123,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,292,3.0
124,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,298,2.5
125,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,307,3.5
126,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,332,4.0
127,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,339,3.5
128,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,352,4.0
129,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,361,4.0
130,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,380,3.0
131,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,381,4.0
132,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,393,5.0
133,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,401,3.5
134,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,414,2.0
135,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,420,3.5
136,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,448,2.0
137,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,466,4.0
138,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,489,2.0
139,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,490,2.0
140,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,506,0.5
141,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,509,3.5
142,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,517,2.5
143,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,534,3.5
144,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,537,5.0
145,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,570,3.0
146,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,573,4.5
147,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,590,2.0
148,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,599,2.5
149,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,600,4.0
150,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,605,2.5
151,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,606,2.0
152,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,610,3.5
153,136020,Spectre (2015),Action|Adventure|Crime,10,5.0
154,136020,Spectre (2015),Action|Adventure|Crime,21,4.0
155,136020,Spectre (2015),Action|Adventure|Crime,50,2.0
156,136020,Spectre (2015),Action|Adventure|Crime,62,4.5
157,136020,Spectre (2015),Action|Adventure|Crime,298,2.5
158,136020,Spectre (2015),Action|Adventure|Crime,305,3.0
159,136020,Spectre (2015),Action|Adventure|Crime,341,4.5
160,136020,Spectre (2015),Action|Adventure|Crime,380,4.0
161,136020,Spectre (2015),Action|Adventure|Crime,408,4.0
162,136020,Spectre (2015),Action|Adventure|Crime,418,0.5
163,136020,Spectre (2015),Action|Adventure|Crime,448,3.0
164,136020,Spectre (2015),Action|Adventure|Crime,517,1.0
165,136020,Spectre (2015),Action|Adventure|Crime,551,4.5
166,136020,Spectre (2015),Action|Adventure|Crime,560,2.5
167,136020,Spectre (2015),Action|Adventure|Crime,561,2.5
168,136020,Spectre (2015),Action|Adventure|Crime,567,1.0
169,136020,Spectre (2015),Action|Adventure|Crime,610,3.5
170,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,249,3.5
171,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,292,3.5
172,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,298,3.0
173,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,352,2.0
174,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,408,4.0
175,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,448,2.0
176,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,509,3.5
177,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,534,4.0
178,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,556,4.0
179,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,567,1.0
180,93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,610,3.5
181,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,51,3.5
182,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,62,4.0
183,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,68,3.0
184,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,73,5.0
185,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,104,3.0
186,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,114,4.5
187,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,119,3.5
188,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,139,1.0
189,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,177,1.0
190,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,210,4.0
191,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,219,2.5
192,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,232,3.0
193,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,239,3.5
194,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,246,3.0
195,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,249,3.5
196,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,274,3.5
197,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,288,3.5
198,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,298,2.5
199,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,307,3.5
200,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,339,3.5
201,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,354,4.0
202,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,380,3.0
203,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,381,1.0
204,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,387,3.5
205,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,393,2.5
206,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,400,2.5
207,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,414,3.0
208,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,448,3.0
209,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,466,3.5
210,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,475,4.5
211,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,477,3.5
212,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,483,1.5
213,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,489,2.5
214,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,509,1.0
215,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,523,4.5
216,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,534,3.5
217,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,561,2.0
218,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,567,2.5
219,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,573,2.5
220,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,590,3.0
221,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,596,2.5
222,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,599,2.5
223,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,606,2.0
224,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,610,3.5
225,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,10,3.5
226,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,52,4.0
227,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,68,4.0
228,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,98,4.5
229,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,104,4.0
230,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,105,4.0
231,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,111,1.5
232,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,143,5.0
233,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,148,4.5
234,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,177,5.0
235,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,246,5.0
236,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,252,4.0
237,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,292,3.0
238,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,306,4.0
239,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,328,2.0
240,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,344,4.0
241,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,382,4.5
242,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,401,4.0
243,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,484,5.0
244,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,509,4.0
245,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,525,3.5
246,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,534,4.5
247,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,567,2.0
248,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,586,4.5
249,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,18,3.5
250,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,21,3.5
251,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,62,4.0
252,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,63,4.0
253,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,73,5.0
254,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,125,3.0
255,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,139,2.0
256,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,153,0.5
257,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,154,5.0
258,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,184,3.5
259,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,212,4.0
260,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,249,4.5
261,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,291,4.0
262,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,298,3.5
263,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,305,3.0
264,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,380,5.0
265,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,393,5.0
266,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,448,3.0
267,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,475,4.0
268,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,509,4.0
269,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,525,2.0
270,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,534,3.5
271,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,550,4.0
272,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,567,2.0
273,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,596,3.0
274,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,599,2.5
275,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,610,4.0
276,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,10,3.0
277,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,21,4.0
278,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,62,4.5
279,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,68,4.0
280,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,83,3.5
281,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,103,1.5
282,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,105,4.0
283,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,106,5.0
284,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,111,4.0
285,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,114,2.0
286,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,139,3.0
287,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,141,4.0
288,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,148,4.0
289,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,154,5.0
290,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,177,5.0
291,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,190,5.0
292,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,205,4.0
293,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,210,4.5
294,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,212,3.5
295,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,213,2.5
296,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,232,3.5
297,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,247,5.0
298,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,249,4.0
299,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,274,3.5
300,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,291,5.0
301,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,292,4.0
302,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,298,3.0
303,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,305,3.0
304,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,318,3.5
305,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,319,4.5
